,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20
Descartes Epistemology_9 SelfKnowledge.txt,"('ideas', 32)","('perception', 23)","('descartes', 21)","('judgments', 15)","('awareness', 14)","('external', 12)","('introspective', 11)","('bodies', 10)","('csm', 10)","('view', 8)","('mind', 8)","('sensory', 7)","('say', 7)","('writes', 7)","('doctrine', 7)","('theory', 7)","('sensation', 7)","('objects', 7)","('aware', 7)","('passages', 7)"
David Lewiss Metaphysics_6 Lewis v AlmostLewis.txt,"('lewis', 6)","('possibility', 4)","('relations', 3)","('see', 3)","('proper', 3)","('positions', 2)","('fundamental', 2)","('takes', 2)","('almostlewiss', 2)","('thesis', 2)","('perfectly', 2)","('natural', 2)","('agnostic', 2)","('points', 2)","('entities', 2)","('score', 2)","('parts', 2)","('epistemic', 2)","('part', 2)","('best', 2)"
Plato_5 Platos indirectness.txt,"('dialogues', 5)","('plato', 5)","('philosophical', 5)","('never', 4)","('platos', 3)","('timaeus', 3)","('even', 3)","('author', 3)","('works', 2)","('several', 2)","('role', 2)","('critias', 2)","('long', 2)","('form', 2)","('vary', 2)","('one', 2)","('dialogue', 2)","('example', 2)","('speeches', 2)","('whether', 2)"
Alfred North Whitehead_1 Life and Works.txt,"('whitehead', 15)","('philosophy', 6)","('life', 4)","('north', 3)","('harvard', 3)","('university', 3)","('mathematical', 3)","('keynes', 3)","('mathematics', 3)","('world', 3)","('metaphysics', 3)","('work', 3)","('cambridge', 2)","('elected', 2)","('year', 2)","('years', 2)","('largely', 2)","('one', 2)","('moving', 2)","('london', 2)"
The Language of Thought Hypothesis_8 Individuation of Mentalese Expressions.txt,"('mentalese', 30)","('mental', 21)","('types', 17)","('different', 15)","('semantically', 15)","('permeated', 15)","('individuation', 14)","('functional', 13)","('tokens', 12)","('denotation', 12)","('one', 11)","('type', 9)","('role', 9)","('word', 9)","('could', 9)","('theorists', 7)","('neural', 7)","('language', 7)","('relations', 7)","('approach', 7)"
Epistemological Problems of Perception_4 Conclusion.txt,"('perception', 4)","('epistemological', 3)","('metaphysics', 3)","('certain', 3)","('problems', 2)","('skepticism', 2)","('theories', 2)","('epistemology', 2)","('traditionally', 1)","('centered', 1)","('threat', 1)","('particular', 1)","('implicated', 1)","('wellknown', 1)","('threatens', 1)","('lead', 1)","('inexorably', 1)","('although', 1)","('metaphysical', 1)","('natural', 1)"
The Correspondence Theory of Truth_9 More Objections to the Correspondence Theory.txt,"('correspondence', 21)","('one', 16)","('theory', 15)","('fact', 13)","('true', 12)","('belief', 10)","('truth', 8)","('know', 8)","('argument', 7)","('corresponds', 7)","('objection', 7)","('whether', 7)","('sentences', 6)","('facts', 6)","('knowledge', 6)","('knows', 6)","('two', 5)","('sentence', 5)","('since', 5)","('would', 5)"
Mental Representation in Medieval Philosophy_6 William Ockham and Mental Language.txt,"('concept', 7)","('mental', 6)","('theory', 4)","('language', 3)","('representation', 3)","('caused', 3)","('world', 3)","('developed', 2)","('combined', 2)","('cause', 2)","('signification', 2)","('view', 2)","('thing', 2)","('also', 2)","('explains', 2)","('individual', 2)","('causes', 2)","('singular', 2)","('thought', 2)","('concepts', 2)"
Cognitive Science_4 Theoretical Approaches.txt,"('learning', 12)","('schema', 9)","('models', 8)","('psychological', 8)","('computational', 7)","('thinking', 6)","('concepts', 6)","('explanatory', 6)","('visual', 6)","('imagery', 6)","('probability', 6)","('representations', 5)","('explanation', 5)","('human', 5)","('systems', 5)","('language', 5)","('analogies', 5)","('include', 5)","('neuroscience', 5)","('deep', 5)"
The Analysis of Knowledge_1 Knowledge as Justified True Belief.txt,"('belief', 23)","('justification', 22)","('knowledge', 18)","('true', 15)","('one', 11)","('believe', 11)","('might', 10)","('analysis', 9)","('something', 7)","('clinton', 7)","('condition', 7)","('answer', 7)","('know', 6)","('radford', 6)","('subject', 6)","('propositional', 6)","('doxastic', 6)","('justified', 5)","('jtb', 5)","('suppose', 5)"
John Buridan_6 Natural Philosophy.txt,"('natural', 10)","('impetus', 10)","('buridan', 7)","('science', 7)","('psychology', 6)","('motion', 6)","('soul', 6)","('buridans', 5)","('aristotelian', 5)","('philosophy', 4)","('force', 4)","('projectile', 4)","('concept', 4)","('nature', 4)","('zupko', 4)","('aristotles', 3)","('physics', 3)","('well', 3)","('commentaries', 3)","('animate', 3)"
Consequentialism_2 What is Consequentialism.txt,"('consequentialist', 13)","('consequentialism', 12)","('moral', 11)","('theories', 11)","('theory', 11)","('definition', 7)","('claim', 6)","('consequences', 5)","('philosophers', 4)","('claims', 4)","('agentneutral', 4)","('still', 4)","('classic', 3)","('utilitarianism', 3)","('one', 3)","('make', 3)","('narrower', 3)","('agentneutrality', 3)","('might', 3)","('implausible', 3)"
Propositional Function_9 Possible Worlds and Propositional Functions.txt,"('function', 10)","('possible', 7)","('worlds', 7)","('functions', 6)","('set', 5)","('propositional', 5)","('sets', 5)","('individuals', 5)","('ordered', 4)","('construct', 4)","('one', 3)","('let', 2)","('pairs', 2)","('value', 2)","('argument', 2)","('proposition', 2)","('zermela', 2)","('barks', 2)","('world', 2)","('treatment', 2)"
Classical Logic_1 Introduction.txt,"('language', 22)","('formal', 16)","('reasoning', 16)","('natural', 13)","('correct', 10)","('mathematical', 8)","('logic', 7)","('languages', 7)","('deductive', 6)","('view', 6)","('model', 6)","('logical', 5)","('philosophical', 4)","('deducibility', 4)","('validity', 4)","('valid', 4)","('one', 4)","('forms', 4)","('formulas', 4)","('regimented', 4)"
Plato_7 Socrates as the dominant speaker.txt,"('plato', 9)","('socrates', 8)","('works', 6)","('many', 5)","('accept', 4)","('interlocutors', 4)","('would', 4)","('arguments', 4)","('persuade', 3)","('often', 3)","('called', 3)","('give', 3)","('reader', 3)","('trying', 2)","('conclusions', 2)","('principal', 2)","('dominant', 2)","('speaker', 2)","('dialogues', 2)","('writing', 2)"
Connectionism_2 Neural Network Learning and Backpropagation.txt,"('training', 12)","('set', 9)","('net', 9)","('output', 8)","('weights', 7)","('learning', 7)","('input', 7)","('task', 5)","('many', 5)","('desired', 5)","('given', 4)","('connectionist', 4)","('example', 4)","('units', 4)","('values', 4)","('may', 4)","('right', 3)","('categories', 3)","('presented', 3)","('together', 3)"
States of Affairs_6 Conclusion.txt,"('affairs', 6)","('states', 5)","('must', 3)","('objects', 3)","('properties', 3)","('relations', 3)","('facts', 2)","('thoughts', 2)","('basic', 2)","('feature', 2)","('distinguishes', 2)","('answer', 2)","('question', 2)","('one', 1)","('need', 1)","('addition', 1)","('yes', 1)","('seem', 1)","('good', 1)","('reasons', 1)"
Logical Form_ 2 Propositions and Traditional Grammar.txt,"('propositions', 11)","('like', 8)","('sentences', 8)","('proposition', 7)","('star', 7)","('form', 6)","('terms', 5)","('spoken', 5)","('dog', 5)","('vega', 4)","('logic', 4)","('structure', 4)","('many', 4)","('logical', 4)","('language', 4)","('complex', 3)","('subject', 3)","('held', 3)","('general', 3)","('mental', 3)"
The Natural Law Tradition in Ethics_2 Theoretical Options for Natural Law Theorists.txt,"('natural', 76)","('law', 73)","('good', 67)","('goods', 57)","('human', 51)","('knowledge', 46)","('one', 34)","('view', 33)","('basic', 32)","('rule', 26)","('moral', 23)","('rules', 23)","('might', 22)","('approach', 21)","('nature', 20)","('would', 19)","('master', 19)","('life', 17)","('account', 17)","('right', 13)"
Intrinsic vs  Extrinsic Value_4 What Sort of Thing Can Have Intrinsic Value.txt,"('value', 28)","('intrinsic', 26)","('others', 8)","('states', 8)","('would', 7)","('sort', 6)","('individual', 6)","('objects', 6)","('kind', 6)","('claim', 6)","('affairs', 6)","('ross', 6)","('fact', 6)","('view', 5)","('talks', 5)","('list', 5)","('something', 5)","('entities', 5)","('pan', 5)","('bearers', 4)"
Russells Moral Philosophy_1 The Open Question Argument and its Aftermath Moores Influence on Russell.txt,"('russell', 9)","('moore', 6)","('properties', 6)","('good', 6)","('judgments', 6)","('true', 6)","('moral', 6)","('false', 5)","('england', 5)","('russells', 4)","('though', 4)","('goodness', 4)","('bad', 4)","('view', 4)","('took', 4)","('means', 3)","('question', 3)","('property', 3)","('believe', 3)","('nonnatural', 3)"
Luitzen Egbertus Jan Brouwer_2 Chronology.txt,"('brouwer', 29)","('first', 12)","('mathematics', 11)","('lecture', 11)","('hilbert', 10)","('board', 10)","('conference', 7)","('van', 7)","('university', 6)","('amsterdam', 6)","('mathematical', 6)","('intuitionistic', 6)","('new', 6)","('would', 5)","('set', 5)","('international', 5)","('war', 5)","('journal', 5)","('german', 5)","('conflict', 5)"
Wittgensteins Logical Atomism_4 The Epistemology of Logical Atomism.txt,"('wittgenstein', 16)","('objects', 12)","('tractarian', 9)","('propositions', 9)","('analysis', 9)","('tractatus', 7)","('one', 7)","('could', 6)","('know', 6)","('say', 6)","('question', 6)","('remark', 6)","('fully', 6)","('analysed', 6)","('true', 6)","('proposition', 6)","('seems', 5)","('discovery', 5)","('visual', 5)","('would', 5)"
Externalism About Mental Content_5 Externalism and MindBody Theories.txt,"('state', 14)","('mental', 13)","('states', 11)","('externalism', 8)","('different', 7)","('functionalism', 6)","('functional', 6)","('environment', 5)","('theory', 5)","('contents', 5)","('narrow', 5)","('physical', 5)","('properties', 5)","('theories', 4)","('intentional', 4)","('physicalism', 4)","('one', 4)","('might', 4)","('see', 4)","('token', 4)"
Logical Consequence_3 Mathematical Tools Models and Proofs.txt,"('logical', 49)","('truth', 34)","('consequence', 32)","('proof', 31)","('one', 30)","('argument', 23)","('vocabulary', 21)","('models', 21)","('modeltheoretic', 21)","('model', 20)","('see', 20)","('system', 19)","('rules', 18)","('valid', 17)","('approach', 16)","('true', 16)","('semantics', 16)","('meaning', 13)","('different', 11)","('set', 11)"
Intentionality_1 Why is intentionality socalled.txt,"('mental', 14)","('states', 14)","('intentionality', 13)","('word', 7)","('true', 7)","('things', 6)","('beliefs', 6)","('mind', 5)","('meaning', 5)","('concept', 5)","('psychological', 5)","('contemporary', 4)","('philosophy', 4)","('nonmental', 4)","('concepts', 4)","('nature', 3)","('different', 3)","('intentio', 3)","('philosophers', 3)","('something', 3)"
Analysis_2 Ancient Conceptions of Analysis and the Emergence of the Regressive Conception.txt,"('analysis', 15)","('geometry', 9)","('plato', 9)","('ancient', 8)","('greek', 8)","('aristotle', 6)","('see', 5)","('supplementary', 5)","('work', 5)","('may', 5)","('means', 4)","('method', 4)","('definition', 4)","('section', 4)","('term', 3)","('influence', 3)","('concern', 3)","('conceptual', 3)","('found', 3)","('platos', 3)"
Aristotles Logic_9 Dialectic and Rhetoric.txt,"('rhetoric', 4)","('dialectical', 3)","('premises', 3)","('aristotle', 2)","('study', 2)","('dialectic', 2)","('rhetorical', 2)","('types', 2)","('accept', 2)","('useful', 2)","('knowing', 2)","('audience', 2)","('type', 2)","('believe', 2)","('says', 1)","('persuasive', 1)","('speech', 1)","('antistrophos', 1)","('art', 1)","('kind', 1)"
The Contents of Perception_9 Directions for Future Research.txt,"('research', 3)","('contents', 3)","('experience', 3)","('perceptual', 3)","('experiences', 2)","('questions', 2)","('topics', 2)","('content', 2)","('much', 1)","('philosophy', 1)","('done', 1)","('great', 1)","('deal', 1)","('theorizing', 1)","('focused', 1)","('visual', 1)","('even', 1)","('none', 1)","('discussed', 1)","('fully', 1)"
Mereology_3 Decomposition Principles.txt,"('one', 59)","('may', 50)","('would', 43)","('part', 41)","('see', 39)","('proper', 36)","('parts', 35)","('also', 28)","('mereological', 24)","('two', 24)","('figure', 21)","('principle', 21)","('theory', 20)","('example', 20)","('model', 20)","('supplementation', 20)","('mereology', 20)","('entities', 19)","('question', 18)","('however', 18)"
Moral Naturalism_2 Objections to Naturalism.txt,"('moral', 45)","('question', 35)","('facts', 31)","('natural', 29)","('normative', 25)","('argument', 22)","('open', 22)","('claims', 18)","('objection', 14)","('might', 13)","('reasons', 13)","('properties', 11)","('way', 11)","('may', 11)","('naturalism', 10)","('property', 10)","('two', 10)","('one', 9)","('account', 9)","('goodness', 8)"
Qualia_6 Qualia and Introspection.txt,"('qualities', 14)","('experience', 12)","('experiences', 8)","('patch', 8)","('qualia', 7)","('intrinsic', 6)","('aware', 6)","('properties', 6)","('philosophers', 5)","('introspection', 5)","('features', 5)","('nonintentional', 4)","('see', 4)","('paint', 4)","('visual', 4)","('turn', 3)","('attention', 3)","('world', 3)","('way', 3)","('according', 3)"
Bertrand Russell_8 Contemporary Russell Scholarship.txt,"('russell', 20)","('bertrand', 10)","('also', 7)","('reputation', 5)","('philosophy', 5)","('logic', 5)","('readers', 4)","('many', 4)","('since', 3)","('increase', 3)","('scholarship', 3)","('life', 3)","('remind', 3)","('new', 3)","('war', 3)","('clark', 3)","('politics', 3)","('one', 3)","('political', 3)","('death', 2)"
Intrinsic vs  Extrinsic Value_5 How Is Intrinsic Value to Be Computed.txt,"('value', 75)","('intrinsic', 70)","('basic', 21)","('values', 15)","('organic', 15)","('good', 13)","('better', 12)","('unities', 11)","('computation', 10)","('example', 10)","('one', 10)","('scale', 10)","('even', 10)","('principle', 10)","('computed', 10)","('goods', 9)","('states', 9)","('affairs', 9)","('would', 8)","('pleasure', 8)"
Self Knowledge_3 Accounts of SelfKnowledge.txt,"('selfknowledge', 73)","('one', 59)","('accounts', 57)","('belief', 57)","('states', 50)","('mental', 49)","('rational', 49)","('beliefs', 39)","('state', 35)","('sense', 34)","('account', 34)","('knowledge', 31)","('epistemic', 30)","('attitudes', 30)","('inner', 30)","('transparency', 28)","('pain', 25)","('believe', 24)","('like', 22)","('reasons', 22)"
Constructive Mathematics_8 Concluding Remarks.txt,"('mathematics', 6)","('constructive', 5)","('logic', 5)","('mathematician', 4)","('intuitionistic', 3)","('traditional', 2)","('route', 2)","('taken', 2)","('follows', 2)","('decisions', 2)","('real', 2)","('computer', 2)","('keep', 2)","('within', 2)","('boundaries', 2)","('development', 2)","('mathematicians', 1)","('wanting', 1)","('analyse', 1)","('content', 1)"
The Deflationary Theory of Truth_3 Varieties of Deflationism.txt,"('equivalence', 15)","('schema', 13)","('deflationism', 10)","('versions', 8)","('instances', 8)","('killed', 8)","('view', 7)","('hand', 6)","('different', 5)","('one', 5)","('according', 4)","('might', 4)","('proposition', 4)","('side', 4)","('necessary', 4)","('names', 3)","('name', 3)","('thus', 3)","('hold', 3)","('version', 3)"
The Language of Thought Hypothesis_2 Scope of LOTH.txt,"('mental', 13)","('representations', 11)","('perceptual', 10)","('cognitive', 7)","('representational', 6)","('inference', 5)","('highlevel', 5)","('system', 4)","('maps', 4)","('structure', 4)","('representation', 4)","('figure', 3)","('perception', 3)","('cognition', 3)","('example', 3)","('estimates', 3)","('unconscious', 3)","('rescorla', 3)","('navigation', 3)","('another', 3)"
Carl Hempel_2 The Critique of Logical Positivism.txt,"('hempel', 20)","('sentences', 20)","('logical', 19)","('would', 18)","('properties', 14)","('language', 13)","('logic', 13)","('observation', 13)","('distinction', 12)","('knowledge', 11)","('one', 11)","('formal', 11)","('means', 10)","('thus', 10)","('existence', 10)","('empirical', 10)","('theory', 10)","('however', 9)","('criterion', 9)","('since', 9)"
